測站名稱,測站ID,縣市,鄉鎮,高度(m),緯度(WGS84),經度(WGS84),觀測時間,天氣狀況,氣溫(℃),相對濕度(%),氣壓(hPa),降雨量(mm),風速(m/s),風向(度),今日最高溫(℃),最高溫時間,今日最低溫(℃),最低溫時間
口宵里,C2N200,臺南市,玉井區,272.0,23.159870,120.459880,2026-07-02T10:00:00+08:00,晴,30.4,76,983.1,0.0,0.7,290.0,31.7,2026-07-02T10:24:00+08:00,24.8,2026-07-02T05:30:00+08:00
岩坑,C2N210,臺南市,東山區,154.0,23.246140,120.474580,2026-07-02T10:00:00+08:00,晴,30.6,75,994.7,0.0,1.1,260.0,32.2,2026-07-02T09:30:00+08:00,24.8,2026-07-02T03:15:00+08:00
曾文,C2O810,臺南市,楠西區,161.0,23.219681,120.497328,2026-07-02T10:00:00+08:00,多雲,31.4,71,994.7,0.0,0.4,250.0,33.4,2026-07-02T10:36:00+08:00,24.8,2026-07-02T03:29:00+08:00
環湖,C2O850,臺南市,大內區,57.0,23.148665,120.418600,2026-07-02T10:00:00+08:00,晴,32.7,67,1004.8,0.0,0.8,280.0,33.6,2026-07-02T10:13:00+08:00,24.9,2026-07-02T05:04:00+08:00
南化,C2O880,臺南市,南化區,269.0,23.173320,120.594130,2026-07-02T10:00:00+08:00,晴,32.1,65,980.3,0.0,0.9,210.0,33.6,2026-07-02T10:25:00+08:00,23.5,2026-07-02T05:35:00+08:00
玉井,C2O930,臺南市,玉井區,69.0,23.126042,120.460550,2026-07-02T10:00:00+08:00,晴,32.0,77,1004.2,0.0,0.3,280.0,34.3,2026-07-02T10:41:00+08:00,25.0,2026-07-02T04:55:00+08:00
安南,C2O950,臺南市,安南區,4.0,23.076694,120.144861,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,0.0,-99,-99,32.7,2026-07-02T10:53:00+08:00,27.2,2026-07-02T03:47:00+08:00
屏東,C2R170,屏東縣,屏東市,35.0,22.660269,120.494027,2026-07-02T10:00:00+08:00,多雲,32.5,63,1008.8,0.0,0.4,200.0,33.8,2026-07-02T10:37:00+08:00,26.4,2026-07-02T05:20:00+08:00
萬巒,C2R240,屏東縣,萬巒鄉,87.0,22.527306,120.625111,2026-07-02T10:00:00+08:00,多雲,32.0,69,1001.9,0.0,0.6,50.0,32.5,2026-07-02T10:36:00+08:00,25.3,2026-07-02T05:25:00+08:00
春日,C2R260,屏東縣,春日鄉,76.0,22.370361,120.628306,2026-07-02T10:00:00+08:00,多雲,32.3,63,1003.0,0.0,0.5,170.0,33.6,2026-07-02T10:08:00+08:00,25.9,2026-07-02T02:51:00+08:00
九如,C2R490,屏東縣,九如鄉,45.0,22.740490,120.490555,2026-07-02T10:00:00+08:00,晴,32.0,66,1006.0,0.0,1.8,310.0,34.7,2026-07-02T10:32:00+08:00,26.9,2026-07-02T05:15:00+08:00
新埤,C2R550,屏東縣,新埤鄉,31.0,22.467947,120.582894,2026-07-02T10:00:00+08:00,多雲,32.9,64,1007.7,0.0,1.0,360.0,33.6,2026-07-02T10:27:00+08:00,25.3,2026-07-02T05:12:00+08:00
屏科大,C2R970,屏東縣,內埔鄉,128.0,22.648275,120.619247,2026-07-02T10:00:00+08:00,多雲,32.5,65,998.0,0.0,1.3,260.0,33.9,2026-07-02T10:33:00+08:00,25.7,2026-07-02T04:51:00+08:00
竹田國中,C2R980,屏東縣,竹田鄉,18.0,22.615320,120.524120,2026-07-02T10:00:00+08:00,多雲,33.7,57,1008.0,0.0,1.4,350.0,36.8,2026-07-02T10:22:00+08:00,27.2,2026-07-02T04:06:00+08:00
泰武,C2R990,屏東縣,泰武鄉,952.0,22.606860,120.697650,2026-07-02T10:00:00+08:00,多雲,25.4,85,909.4,0.0,1.1,200.0,27.6,2026-07-02T10:23:00+08:00,19.8,2026-07-02T04:36:00+08:00
高士國小,C2R9A0,屏東縣,牡丹鄉,167.0,22.125530,120.846530,2026-07-02T10:00:00+08:00,多雲,26.3,98,994.2,34.0,1.3,10.0,26.6,2026-07-02T01:23:00+08:00,24.6,2026-07-02T05:13:00+08:00
大新,C2RA10,屏東縣,內埔鄉,51.0,22.675580,120.577880,2026-07-02T10:00:00+08:00,多雲,31.9,63,1006.2,0.0,1.5,270.0,34.2,2026-07-02T10:29:00+08:00,24.7,2026-07-02T05:03:00+08:00
華源,C2S800,臺東縣,太麻里鄉,79.0,22.657830,121.023200,2026-07-02T10:00:00+08:00,多雲,32.6,70,1004.4,0.0,0.8,100.0,32.9,2026-07-02T10:09:00+08:00,25.2,2026-07-02T04:18:00+08:00
關山,C2S890,臺東縣,關山鎮,217.0,23.039500,121.175017,2026-07-02T10:00:00+08:00,晴,31.4,64,988.7,0.0,1.8,200.0,32.8,2026-07-02T10:50:00+08:00,23.3,2026-07-02T05:03:00+08:00
北份子寮,C2S9A0,臺東縣,卑南鄉,104.0,22.785610,121.078130,2026-07-02T10:00:00+08:00,晴,32.5,67,1001.4,0.0,3.1,120.0,33.2,2026-07-02T10:43:00+08:00,24.2,2026-07-02T03:48:00+08:00
利吉,C2S9B0,臺東縣,卑南鄉,166.0,22.862460,121.154860,2026-07-02T10:00:00+08:00,晴,31.6,71,995.2,0.0,1.8,110.0,32.3,2026-07-02T10:26:00+08:00,22.7,2026-07-02T05:45:00+08:00
瑞和,C2SA40,臺東縣,鹿野鄉,189.0,22.974361,121.156697,2026-07-02T10:00:00+08:00,晴,31.8,63,991.1,0.0,2.1,180.0,32.7,2026-07-02T10:39:00+08:00,22.7,2026-07-02T04:48:00+08:00
順那,C2SD50,臺東縣,東河鄉,148.0,23.041660,121.293320,2026-07-02T10:00:00+08:00,晴,31.7,66,996.8,0.0,1.9,230.0,32.8,2026-07-02T09:46:00+08:00,22.4,2026-07-02T04:05:00+08:00
明峰,C2SD60,臺東縣,卑南鄉,291.0,22.867100,121.118250,2026-07-02T10:00:00+08:00,晴,30.2,71,980.5,0.0,2.2,180.0,30.7,2026-07-02T09:55:00+08:00,21.7,2026-07-02T04:56:00+08:00
二層坪,C2SD70,臺東縣,鹿野鄉,209.0,22.941050,121.168380,2026-07-02T10:00:00+08:00,晴,30.6,68,990.3,0.0,3.0,230.0,32.3,2026-07-02T10:47:00+08:00,23.1,2026-07-02T05:08:00+08:00
再來山,C2SD80,臺東縣,長濱鄉,215.0,23.343710,121.441220,2026-07-02T10:00:00+08:00,晴,29.6,79,989.6,0.0,2.3,140.0,30.3,2026-07-02T10:08:00+08:00,23.9,2026-07-02T00:33:00+08:00
六十石,C2TA60,花蓮縣,富里鄉,919.0,23.224770,121.318610,2026-07-02T10:00:00+08:00,晴,25.7,85,912.6,0.0,3.7,230.0,27.3,2026-07-02T10:45:00+08:00,20.7,2026-07-02T02:34:00+08:00
赤科坪,C2TA70,花蓮縣,玉里鎮,872.0,23.398850,121.391680,2026-07-02T10:00:00+08:00,晴,27.2,75,917.5,0.0,1.7,150.0,27.5,2026-07-02T10:02:00+08:00,21.0,2026-07-02T04:04:00+08:00
加納納,C2TA90,花蓮縣,瑞穗鄉,216.0,23.466421,121.359867,2026-07-02T10:00:00+08:00,晴,32.1,58,987.1,0.0,2.4,210.0,33.2,2026-07-02T10:44:00+08:00,22.9,2026-07-02T05:22:00+08:00
吉安,C2TB30,花蓮縣,吉安鄉,75.0,23.945380,121.548030,2026-07-02T10:00:00+08:00,晴,33.2,58,1004.3,0.0,1.1,180.0,33.7,2026-07-02T10:17:00+08:00,25.1,2026-07-02T05:38:00+08:00
麻汝,C2TB50,花蓮縣,玉里鎮,291.0,23.425540,121.393580,2026-07-02T10:00:00+08:00,晴,31.6,64,985.0,0.0,1.3,70.0,32.4,2026-07-02T10:40:00+08:00,23.1,2026-07-02T05:17:00+08:00
南安,C2TB60,花蓮縣,卓溪鄉,216.0,23.298180,121.261570,2026-07-02T10:00:00+08:00,晴,32.0,59,989.7,0.0,2.8,150.0,33.2,2026-07-02T10:51:00+08:00,22.9,2026-07-02T05:10:00+08:00
達谷寮,C2TB70,花蓮縣,玉里鎮,145.0,23.380000,121.359680,2026-07-02T10:00:00+08:00,晴,32.8,60,996.3,0.0,2.7,230.0,34.2,2026-07-02T10:40:00+08:00,23.4,2026-07-02T04:08:00+08:00
庄子底,C2TB80,花蓮縣,鳳林鎮,88.0,23.717940,121.494380,2026-07-02T10:00:00+08:00,晴,31.6,64,1001.9,0.0,2.1,230.0,32.4,2026-07-02T10:29:00+08:00,23.6,2026-07-02T05:17:00+08:00
長橋,C2TB90,花蓮縣,鳳林鎮,108.0,23.687400,121.461860,2026-07-02T10:00:00+08:00,晴,32.2,67,1000.3,0.0,1.2,130.0,33.5,2026-07-02T10:52:00+08:00,23.0,2026-07-02T01:38:00+08:00
出水溪,C2UC10,宜蘭縣,大同鄉,556.0,24.615822,121.652253,2026-07-02T10:00:00+08:00,晴,29.7,76,950.5,0.0,-99,-99,30.6,2026-07-02T10:53:00+08:00,21.1,2026-07-02T04:43:00+08:00
長嶺,C2UC20,宜蘭縣,員山鄉,465.0,24.708940,121.611620,2026-07-02T10:00:00+08:00,晴,29.7,73,962.9,0.0,0.7,250.0,31.0,2026-07-02T10:44:00+08:00,22.7,2026-07-02T05:24:00+08:00
金洋,C2UC30,宜蘭縣,南澳鄉,109.0,24.424650,121.745730,2026-07-02T10:00:00+08:00,晴,31.3,64,999.4,0.0,1.6,70.0,32.3,2026-07-02T10:37:00+08:00,23.2,2026-07-02T05:19:00+08:00
中城,C2UC40,宜蘭縣,冬山鄉,44.0,24.628650,121.747450,2026-07-02T10:00:00+08:00,晴,32.3,67,1007.7,0.0,1.4,90.0,33.7,2026-07-02T10:52:00+08:00,24.2,2026-07-02T05:07:00+08:00
甲仙,C2V250,高雄市,甲仙區,298.0,23.080106,120.591758,2026-07-02T10:00:00+08:00,晴,32.1,62,978.4,0.0,0.9,170.0,32.9,2026-07-02T10:37:00+08:00,22.0,2026-07-02T05:38:00+08:00
月眉,C2V260,高雄市,杉林區,126.0,22.971003,120.539853,2026-07-02T10:00:00+08:00,晴,32.5,66,998.0,0.0,1.7,290.0,33.4,2026-07-02T10:30:00+08:00,24.6,2026-07-02T05:32:00+08:00
美濃,C2V310,高雄市,美濃區,51.0,22.898792,120.519070,2026-07-02T10:00:00+08:00,晴,32.5,68,1006.0,0.0,1.6,360.0,33.3,2026-07-02T10:42:00+08:00,25.7,2026-07-02T05:19:00+08:00
吉東,C2V570,高雄市,美濃區,58.0,22.854180,120.545390,2026-07-02T10:00:00+08:00,晴,31.6,67,1004.6,0.0,1.8,290.0,33.8,2026-07-02T10:48:00+08:00,26.0,2026-07-02T05:16:00+08:00
瑞山,C2V580,高雄市,內門區,108.0,22.903040,120.434240,2026-07-02T10:00:00+08:00,晴,30.6,73,999.5,0.0,1.4,310.0,32.8,2026-07-02T10:29:00+08:00,25.1,2026-07-02T05:06:00+08:00
匏子寮,C2V920,高雄市,甲仙區,212.0,23.049050,120.553190,2026-07-02T10:00:00+08:00,晴,30.8,73,988.5,0.0,0.5,60.0,33.0,2026-07-02T10:14:00+08:00,24.1,2026-07-02T05:23:00+08:00
金門(東),C2W030,金門縣,金湖鎮,24.0,24.448431,118.451786,2026-07-02T10:00:00+08:00,晴,34.1,60,1009.7,0.0,1.8,220.0,34.3,2026-07-02T09:15:00+08:00,26.2,2026-07-02T04:50:00+08:00
畜試所澎湖,C2W230,澎湖縣,西嶼鄉,35.0,23.628342,119.513206,2026-07-02T10:00:00+08:00,多雲,30.3,82,1008.2,0.0,2.2,40.0,31.9,2026-07-02T10:48:00+08:00,25.3,2026-07-02T04:37:00+08:00
下營,C2X060,臺南市,下營區,3.0,23.226806,120.256291,2026-07-02T10:00:00+08:00,多雲,31.6,74,1011.0,0.0,2.2,300.0,32.8,2026-07-02T10:52:00+08:00,26.9,2026-07-02T03:44:00+08:00
國一N013K,CAA010,新北市,汐止區,39.0,25.066739,121.628153,2026-07-02T10:00:00+08:00,晴,32.0,75,1008.2,0.0,2.2,80.0,33.2,2026-07-02T10:30:00+08:00,26.2,2026-07-02T04:51:00+08:00
國一S026K,CAA020,新北市,三重區,27.0,25.076390,121.496400,2026-07-02T10:00:00+08:00,晴,33.0,68,1008.6,0.0,1.0,360.0,33.1,2026-07-02T10:21:00+08:00,28.0,2026-07-02T05:15:00+08:00
國三S010K,CAA030,新北市,汐止區,50.0,25.080000,121.647500,2026-07-02T10:00:00+08:00,晴,31.5,70,1006.2,0.0,3.4,360.0,32.1,2026-07-02T10:20:00+08:00,24.1,2026-07-02T05:22:00+08:00
國三S016K,CAA040,臺北市,南港區,71.0,25.033060,121.615800,2026-07-02T10:00:00+08:00,晴,31.8,79,1003.6,0.0,2.1,30.0,32.5,2026-07-02T10:51:00+08:00,24.5,2026-07-02T04:31:00+08:00
國三S037K,CAA050,新北市,土城區,51.0,24.982361,121.471042,2026-07-02T10:00:00+08:00,晴,32.2,72,1005.7,0.0,1.3,220.0,33.5,2026-07-02T10:49:00+08:00,25.8,2026-07-02T05:01:00+08:00
國三S042K,CAA060,新北市,土城區,50.0,24.960000,121.430600,2026-07-02T10:00:00+08:00,晴,33.4,70,1006.7,0.0,0.9,100.0,33.5,2026-07-02T10:01:00+08:00,25.0,2026-07-02T04:12:00+08:00
國三N046K,CAA070,新北市,樹林區,54.0,24.950830,121.395800,2026-07-02T10:00:00+08:00,晴,32.5,75,1004.7,0.0,0.6,290.0,33.5,2026-07-02T10:42:00+08:00,24.3,2026-07-02T05:02:00+08:00
國三S054K,CAA080,新北市,鶯歌區,97.0,24.939170,121.323900,2026-07-02T10:00:00+08:00,晴,31.7,68,1001.4,0.0,1.3,270.0,32.6,2026-07-02T09:51:00+08:00,24.8,2026-07-02T03:34:00+08:00
國三甲005K,CAA090,臺北市,文山區,60.0,25.001940,121.597500,2026-07-02T10:00:00+08:00,晴,32.1,75,1004.9,0.0,1.5,340.0,32.6,2026-07-02T10:14:00+08:00,24.5,2026-07-02T04:52:00+08:00
國一N039K,CAA990,新北市,泰山區,233.0,25.064433,121.381972,2026-07-02T10:00:00+08:00,晴,31.7,74,988.7,0.0,1.3,270.0,33.1,2026-07-02T10:41:00+08:00,24.5,2026-07-02T04:31:00+08:00
國五S005K,CAAD60,新北市,石碇區,154.0,24.996414,121.651931,2026-07-02T10:00:00+08:00,晴有霾,31.6,68,994.7,0.0,1.8,10.0,32.2,2026-07-02T10:28:00+08:00,23.0,2026-07-02T04:56:00+08:00
國五S006K,CAAD70,新北市,石碇區,187.0,24.989964,121.656972,2026-07-02T10:00:00+08:00,晴,31.3,76,991.7,0.0,2.6,310.0,31.8,2026-07-02T10:21:00+08:00,22.8,2026-07-02T05:00:00+08:00
國五N008K,CAAD80,新北市,石碇區,217.0,24.982411,121.668089,2026-07-02T10:00:00+08:00,晴,30.5,78,987.5,0.0,3.0,350.0,31.5,2026-07-02T10:38:00+08:00,22.3,2026-07-02T05:41:00+08:00
國五N013K,CAAD90,新北市,坪林區,280.0,24.947603,121.705508,2026-07-02T10:00:00+08:00,晴,32.5,71,982.0,0.0,1.1,20.0,33.5,2026-07-02T10:22:00+08:00,21.6,2026-07-02T05:27:00+08:00
大安森林,CAAH60,臺北市,大安區,18.0,25.029550,121.536280,2026-07-02T10:00:00+08:00,晴,33.8,56,1009.8,0.0,0.1,0.0,34.5,2026-07-02T10:26:00+08:00,25.0,2026-07-02T04:44:00+08:00
西濱N000K,CAAK50,新北市,淡水區,30.0,25.176697,121.418222,2026-07-02T10:00:00+08:00,晴,28.5,84,1007.8,0.0,3.3,270.0,30.1,2026-07-02T07:15:00+08:00,26.7,2026-07-02T05:43:00+08:00
國一S001K,CAB010,基隆市,安樂區,49.0,25.115830,121.728600,2026-07-02T10:00:00+08:00,晴,30.8,79,1006.0,0.0,2.9,10.0,31.2,2026-07-02T07:40:00+08:00,24.0,2026-07-02T05:16:00+08:00
國一S006K,CAB020,基隆市,七堵區,52.0,25.086940,121.686900,2026-07-02T10:00:00+08:00,晴,30.8,80,1004.9,0.0,3.2,80.0,32.0,2026-07-02T10:30:00+08:00,24.5,2026-07-02T04:26:00+08:00
國三S004K,CAB030,基隆市,七堵區,107.0,25.114440,121.688600,2026-07-02T10:00:00+08:00,晴,31.5,75,999.7,0.0,1.3,60.0,31.7,2026-07-02T10:01:00+08:00,23.3,2026-07-02T04:55:00+08:00
國三S007K,CAB040,基隆市,七堵區,76.0,25.096940,121.667800,2026-07-02T10:00:00+08:00,晴,30.8,81,1002.7,0.0,2.7,70.0,31.7,2026-07-02T10:27:00+08:00,23.0,2026-07-02T05:04:00+08:00
國三N002K,CAB050,基隆市,中山區,79.0,25.145830,121.721700,2026-07-02T10:00:00+08:00,晴,30.7,77,1003.6,0.0,1.3,360.0,31.1,2026-07-02T09:29:00+08:00,24.3,2026-07-02T04:38:00+08:00
國一S072K,CAC010,桃園市,楊梅區,214.0,24.895830,121.134200,2026-07-02T10:00:00+08:00,多雲,29.3,82,988.2,0.0,1.8,300.0,29.6,2026-07-02T09:56:00+08:00,25.3,2026-07-02T02:34:00+08:00
國二E009K,CAC020,桃園市,桃園區,109.0,25.018244,121.273697,2026-07-02T10:00:00+08:00,晴,31.2,72,1000.7,0.0,1.3,320.0,31.7,2026-07-02T10:47:00+08:00,27.3,2026-07-02T03:10:00+08:00
國三N063K,CAC030,桃園市,大溪區,203.0,24.889514,121.263600,2026-07-02T10:00:00+08:00,晴,31.2,75,988.6,0.0,0.6,330.0,31.6,2026-07-02T10:04:00+08:00,25.3,2026-07-02T04:55:00+08:00
拉拉山,CAC040,桃園市,復興區,1684.0,24.699317,121.427133,2026-07-02T10:00:00+08:00,晴,23.9,71,836.2,0.0,2.1,180.0,24.8,2026-07-02T10:47:00+08:00,18.9,2026-07-02T02:05:00+08:00
西濱S023K,CAC050,桃園市,蘆竹區,23.0,25.116490,121.275510,2026-07-02T10:00:00+08:00,晴,29.5,83,1008.9,0.0,3.1,310.0,29.8,2026-07-02T10:24:00+08:00,26.7,2026-07-02T05:02:00+08:00
西濱S032K,CAC060,桃園市,大園區,21.0,25.091966,121.192505,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
國一高架N063K,CAC760,桃園市,平鎮區,170.0,24.950281,121.196314,2026-07-02T10:00:00+08:00,晴,29.3,82,992.4,0.0,2.1,310.0,30.6,2026-07-02T10:28:00+08:00,26.1,2026-07-02T02:26:00+08:00
國三N072K,CAC770,桃園市,龍潭區,313.0,24.836391,121.199371,2026-07-02T10:00:00+08:00,多雲,29.1,84,974.7,0.0,1.0,280.0,30.5,2026-07-02T10:52:00+08:00,23.5,2026-07-02T04:44:00+08:00
國一S105K,CAD010,新竹縣,寶山鄉,36.0,24.726316,120.940643,2026-07-02T10:00:00+08:00,多雲,30.2,81,1007.6,0.0,1.7,350.0,30.5,2026-07-02T09:53:00+08:00,25.5,2026-07-02T04:36:00+08:00
國一N077K,CAD020,新竹縣,湖口鄉,172.0,24.885000,121.088900,2026-07-02T10:00:00+08:00,多雲,28.8,81,992.6,0.0,2.7,310.0,29.5,2026-07-02T10:11:00+08:00,24.8,2026-07-02T05:16:00+08:00
國一S082K,CAD030,新竹縣,湖口鄉,137.0,24.876670,121.046700,2026-07-02T10:00:00+08:00,多雲,29.5,80,996.9,0.0,2.2,300.0,30.6,2026-07-02T08:58:00+08:00,25.7,2026-07-02T05:22:00+08:00
國一S088K,CAD040,新竹縣,竹北市,48.0,24.844440,121.021400,2026-07-02T10:00:00+08:00,多雲,30.3,83,1007.0,0.0,2.5,330.0,31.7,2026-07-02T10:36:00+08:00,25.2,2026-07-02T05:07:00+08:00
國一N094K,CAD050,新竹市,東區,75.0,24.797780,121.008900,2026-07-02T10:00:00+08:00,多雲,30.8,69,1003.7,0.0,1.3,300.0,31.7,2026-07-02T10:14:00+08:00,24.5,2026-07-02T05:15:00+08:00
國一S098K,CAD060,新竹縣,寶山鄉,75.0,24.760560,120.991100,2026-07-02T10:00:00+08:00,多雲,29.8,82,1003.2,0.0,3.0,320.0,31.8,2026-07-02T09:44:00+08:00,25.0,2026-07-02T05:12:00+08:00
國三N085K,CAD080,新竹縣,關西鎮,182.0,24.783330,121.121100,2026-07-02T10:00:00+08:00,多雲,31.3,77,992.2,0.0,1.0,220.0,31.3,2026-07-02T09:52:00+08:00,23.0,2026-07-02T04:01:00+08:00
國三S103K,CAD090,新竹市,東區,101.0,24.758610,120.960800,2026-07-02T10:00:00+08:00,多雲有靄,29.3,84,1000.4,0.0,2.0,320.0,30.2,2026-07-02T09:15:00+08:00,25.0,2026-07-02T05:23:00+08:00
西濱N066K,CAD100,新竹縣,新豐鄉,17.0,24.895600,120.964900,2026-07-02T10:00:00+08:00,晴,29.8,83,1009.0,0.0,1.8,310.0,30.5,2026-07-02T10:48:00+08:00,25.6,2026-07-02T04:46:00+08:00
西濱S082K,CAD110,新竹市,香山區,17.0,24.751724,120.905028,2026-07-02T10:00:00+08:00,多雲,29.4,84,1010.2,0.0,2.3,330.0,30.3,2026-07-02T10:39:00+08:00,26.2,2026-07-02T05:18:00+08:00
國三N077K,CAD710,新竹縣,關西鎮,218.0,24.797294,121.190033,2026-07-02T10:00:00+08:00,多雲,31.5,73,986.6,0.0,0.6,310.0,31.6,2026-07-02T09:58:00+08:00,22.8,2026-07-02T03:52:00+08:00
國一S114K,CAE020,苗栗縣,頭份市,32.0,24.668836,120.885811,2026-07-02T10:00:00+08:00,多雲,29.3,81,1008.2,0.0,2.0,290.0,30.3,2026-07-02T09:25:00+08:00,25.8,2026-07-02T05:04:00+08:00
國一S123K,CAE030,苗栗縣,頭屋鄉,76.0,24.595940,120.860710,2026-07-02T10:00:00+08:00,多雲,30.3,78,1003.5,0.0,1.3,360.0,31.3,2026-07-02T09:25:00+08:00,25.1,2026-07-02T03:57:00+08:00
國一S132K,CAE040,苗栗縣,公館鄉,97.0,24.524506,120.820831,2026-07-02T10:00:00+08:00,多雲,29.1,83,1001.1,0.0,3.2,320.0,31.7,2026-07-02T08:55:00+08:00,25.8,2026-07-02T04:52:00+08:00
國一S152K,CAE050,苗栗縣,三義鄉,339.0,24.375492,120.749184,2026-07-02T10:00:00+08:00,多雲,30.1,75,976.4,0.0,1.0,150.0,30.3,2026-07-02T08:52:00+08:00,25.0,2026-07-02T02:45:00+08:00
國三N119K,CAE060,苗栗縣,竹南鎮,28.0,24.675432,120.847389,2026-07-02T10:00:00+08:00,多雲,30.0,80,1009.7,0.0,2.6,350.0,30.0,2026-07-02T09:59:00+08:00,25.8,2026-07-02T05:14:00+08:00
國三N151K,CAE070,苗栗縣,苑裡鎮,77.0,24.440218,120.681656,2026-07-02T10:00:00+08:00,多雲,29.5,83,1003.5,0.0,2.4,340.0,30.8,2026-07-02T10:49:00+08:00,25.8,2026-07-02T02:20:00+08:00
國三S140K,CAE080,苗栗縣,通霄鎮,64.0,24.522345,120.725006,2026-07-02T10:00:00+08:00,陰,31.2,77,1004.7,0.0,0.8,110.0,31.3,2026-07-02T10:44:00+08:00,25.2,2026-07-02T03:38:00+08:00
國三S156K,CAE090,苗栗縣,苑裡鎮,89.0,24.397980,120.669487,2026-07-02T10:00:00+08:00,多雲,29.2,86,1002.0,0.0,3.1,340.0,30.7,2026-07-02T10:41:00+08:00,26.2,2026-07-02T02:36:00+08:00
西濱N107K,CAE100,苗栗縣,後龍鎮,47.0,24.595800,120.739400,2026-07-02T10:00:00+08:00,陰,29.3,81,1006.8,0.0,1.6,350.0,29.9,2026-07-02T10:53:00+08:00,26.0,2026-07-02T04:24:00+08:00
西濱S129K,CAE110,苗栗縣,苑裡鎮,42.0,24.447200,120.642800,2026-07-02T10:00:00+08:00,多雲,29.1,80,1008.4,0.0,2.7,340.0,29.7,2026-07-02T10:33:00+08:00,27.3,2026-07-02T06:03:00+08:00
國一S144K,CAE560,苗栗縣,銅鑼鄉,265.0,24.437042,120.778219,2026-07-02T10:00:00+08:00,多雲,27.7,89,979.9,0.0,1.2,320.0,29.2,2026-07-02T09:31:00+08:00,24.2,2026-07-02T02:48:00+08:00
國一N174K,CAF010,臺中市,西屯區,150.0,24.204900,120.655200,2026-07-02T10:00:00+08:00,晴,30.0,86,995.2,0.0,2.6,340.0,31.0,2026-07-02T08:58:00+08:00,26.5,2026-07-02T05:05:00+08:00
國一S162K,CAF020,臺中市,后里區,209.0,24.295534,120.695976,2026-07-02T10:00:00+08:00,多雲,29.5,82,988.5,0.0,2.5,320.0,30.3,2026-07-02T07:31:00+08:00,26.1,2026-07-02T02:36:00+08:00
國一S169K,CAF030,臺中市,神岡區,195.0,24.237116,120.688271,2026-07-02T10:00:00+08:00,晴,29.7,84,989.6,0.0,1.7,340.0,30.3,2026-07-02T09:37:00+08:00,26.2,2026-07-02T03:15:00+08:00
國一S188K,CAF040,臺中市,大肚區,54.0,24.118546,120.585747,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,0.0,-99,-99,29.8,2026-07-02T07:31:00+08:00,26.5,2026-07-02T01:54:00+08:00
國三N208K,CAF050,臺中市,霧峰區,85.0,24.066147,120.660919,2026-07-02T10:00:00+08:00,晴,32.2,79,1002.5,0.0,1.0,290.0,32.7,2026-07-02T10:37:00+08:00,26.8,2026-07-02T02:57:00+08:00
國三S168K,CAF060,臺中市,清水區,117.0,24.308519,120.614471,2026-07-02T10:00:00+08:00,多雲,29.1,83,999.1,0.0,2.7,330.0,29.8,2026-07-02T10:33:00+08:00,26.3,2026-07-02T02:37:00+08:00
國四E5K,CAF090,臺中市,神岡區,130.0,24.296465,120.643135,2026-07-02T10:00:00+08:00,多雲,30.5,85,996.9,0.0,1.5,350.0,31.2,2026-07-02T10:42:00+08:00,25.5,2026-07-02T03:04:00+08:00
西濱N151K,CAF100,臺中市,清水區,14.0,24.275964,120.547681,2026-07-02T10:00:00+08:00,晴,30.9,76,1010.5,0.0,1.8,340.0,30.9,2026-07-02T09:59:00+08:00,27.7,2026-07-02T02:09:00+08:00
國一N158K,CAF950,臺中市,后里區,183.0,24.332372,120.717144,2026-07-02T10:00:00+08:00,多雲有靄,29.0,91,988.9,0.0,3.0,300.0,30.1,2026-07-02T10:51:00+08:00,25.0,2026-07-02T04:01:00+08:00
國三S175K,CAF960,臺中市,沙鹿區,154.0,24.251494,120.589683,2026-07-02T10:00:00+08:00,晴,29.3,81,992.6,0.0,2.5,340.0,30.3,2026-07-02T10:40:00+08:00,26.2,2026-07-02T01:58:00+08:00
國三N183K,CAF980,臺中市,龍井區,131.0,24.193628,120.570311,2026-07-02T10:00:00+08:00,晴,30.6,81,995.7,0.0,1.8,340.0,30.8,2026-07-02T09:56:00+08:00,26.2,2026-07-02T02:29:00+08:00
國一N198K,CAG010,彰化縣,彰化市,28.0,24.063889,120.523056,2026-07-02T10:00:00+08:00,晴,32.2,79,1008.2,0.0,2.2,340.0,32.7,2026-07-02T10:34:00+08:00,28.1,2026-07-02T03:23:00+08:00
國一S207K,CAG030,彰化縣,大村鄉,33.0,23.988304,120.508092,2026-07-02T10:00:00+08:00,晴,30.8,78,1008.2,0.0,3.2,290.0,32.5,2026-07-02T09:38:00+08:00,27.2,2026-07-02T05:40:00+08:00
國三N191K,CAG040,彰化縣,和美鎮,35.0,24.139256,120.521500,2026-07-02T10:00:00+08:00,晴,30.5,84,1007.4,0.0,2.4,320.0,31.2,2026-07-02T09:25:00+08:00,27.3,2026-07-02T02:08:00+08:00
國三N196K,CAG050,彰化縣,彰化市,60.0,24.107155,120.554482,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,0.0,-99,-99,31.2,2026-07-02T09:34:00+08:00,27.1,2026-07-02T02:57:00+08:00
